"","CAMIS","DBA","INSPECTION.DATE","GRADE","INSPECTION.TYPE","SCORE"
"19049","50059434","MILK BAR WEST VILLAGE","07/16/2018","A","Cycle Inspection / Initial Inspection",10
"19050","50059435","GARDEN GRILL & BAR","03/20/2019","A","Cycle Inspection / Initial Inspection",10
"19051","50059447","SWICK 2","03/27/2018","A","Cycle Inspection / Initial Inspection",12
"19052","50059470","HOTEL STANFORD","05/18/2018","A","Cycle Inspection / Initial Inspection",8
"19053","50059474","LITTLE TONG NOODLE SHOP","03/08/2019","A","Cycle Inspection / Initial Inspection",11
"19054","50059475","NEW YORK KIMCHI","06/04/2018","A","Cycle Inspection / Initial Inspection",13
"19055","50059479","PASTAFINA","11/26/2018","A","Cycle Inspection / Re-inspection",13
"19056","50059483","RUMI CAFE","01/24/2018","A","Pre-permit (Operational) / Initial Inspection",7
"19057","50059484","EL BURRO MEXICAN GRILL","06/13/2018","A","Cycle Inspection / Initial Inspection",2
"19058","50059485","LA POLLERA COLORADA","12/13/2018","A","Cycle Inspection / Re-inspection",12
"19059","50059486","THE HONEYWELL","02/23/2019","A","Cycle Inspection / Initial Inspection",7
"19060","50059493","TILLY'S","03/14/2019","A","Cycle Inspection / Initial Inspection",13
"19061","50059503","CHINA HOUSE","04/03/2019","A","Cycle Inspection / Initial Inspection",6
"19062","50059504","HEIMESHE COFFEE SHOP","08/01/2018","A","Cycle Inspection / Initial Inspection",12
"19063","50059508","PANDA RESTAURANT","02/13/2019","A","Cycle Inspection / Initial Inspection",9
"19064","50059509","BARN JOO","01/08/2019","B","Cycle Inspection / Re-inspection",17
"19065","50059510","PARS NEW YORK","03/16/2018","A","Cycle Inspection / Re-inspection",11
"19066","50059513","THE TRESTLE","09/27/2018","B","Cycle Inspection / Re-inspection",23
"19067","50059515","STICKY'S FINGER JOINT","03/12/2019","A","Cycle Inspection / Initial Inspection",7
"19068","50059516","KILO ASTORIA","04/01/2019","A","Cycle Inspection / Initial Inspection",9
"19069","50059524","KENNEDY FRIED CHICKEN","03/20/2018","A","Cycle Inspection / Initial Inspection",12
"19070","50059536","PRET A MANGER","08/22/2018","A","Cycle Inspection / Initial Inspection",10
"19071","50059551","BLOSSOM ICE CREAM & THE POKE","03/14/2019","A","Cycle Inspection / Re-inspection",12
"19072","50059563","FULTON ALE HOUSE","07/25/2018","A","Cycle Inspection / Initial Inspection",11
"19073","50059566","GREEN LEAF CHINESE & THAI CUISINE","03/21/2019","A","Cycle Inspection / Re-inspection",5
"19074","50059568","BONJOUR CREPES AND WINE","07/27/2018","A","Cycle Inspection / Initial Inspection",7
"19075","50059575","QIDU RESTAURANT","09/27/2018","B","Cycle Inspection / Re-inspection",15
"19076","50059578","EXCELLENT DUMPLING HOUSE","02/26/2019","A","Cycle Inspection / Re-inspection",11
"19077","50059581","COCORON","02/06/2019","A","Cycle Inspection / Re-inspection",12
"19078","50059582","EAT HALAL INTERNATIONAL","03/11/2019","B","Cycle Inspection / Re-inspection",27
"19079","50059584","Carmine Street Beer","11/13/2018","A","Cycle Inspection / Initial Inspection",12
"19080","50059588","MILK & PULL","02/15/2019","A","Cycle Inspection / Re-inspection",2
"19081","50059594","PICCOLA CUCINA","09/21/2018","A","Pre-permit (Operational) / Re-inspection",12
"19082","50059596","SAN LOCO","03/27/2019","A","Cycle Inspection / Initial Inspection",2
"19083","50059601","CAFE MORNING OF NY","12/27/2018","A","Cycle Inspection / Re-inspection",10
"19084","50059605","THE KING OF TACOS","01/22/2019","A","Cycle Inspection / Re-inspection",5
"19085","50059607","AFFABLE EATERY","11/29/2018","A","Cycle Inspection / Re-inspection",13
"19086","50059612","PALACE OF ZULY","12/07/2018","A","Cycle Inspection / Re-inspection",13
"19087","50059616","CONVENE","03/29/2019","A","Cycle Inspection / Initial Inspection",0
"19088","50059618","LESSINGS @ QUEENS CENTER FOR PROGRESS","04/10/2018","A","Cycle Inspection / Initial Inspection",2
"19089","50059621","MANGAL KEBAB","02/05/2019","B","Cycle Inspection / Re-inspection",19
"19090","50059625","GALVANIZE","10/15/2018","A","Cycle Inspection / Initial Inspection",10
"19091","50059629","DIXY CHICKEN & GRILL","11/01/2018","A","Cycle Inspection / Initial Inspection",5
"19092","50059635","STREET TACO","08/09/2018","A","Cycle Inspection / Initial Inspection",2
"19093","50059641","LA ROYALE","10/20/2018","A","Cycle Inspection / Initial Inspection",5
"19094","50059647","U N RESTAURANT","01/28/2019","A","Cycle Inspection / Re-inspection",5
"19095","50059651","INDIAN XPRESS 2","03/19/2019","A","Cycle Inspection / Re-inspection",2
"19096","50059655","MCDONALD'S","05/15/2018","A","Cycle Inspection / Initial Inspection",8
"19097","50059659","KING OF FALAFEL & SHAWARMA","12/10/2018","A","Cycle Inspection / Re-inspection",12
"19098","50059660","NEW CHU'S GOURMET","06/07/2018","A","Cycle Inspection / Initial Inspection",13
"19099","50059661","SUZUKI","10/12/2018","A","Cycle Inspection / Initial Inspection",6
"19100","50059662","KIM'S RESTAURANT","02/04/2019","A","Cycle Inspection / Re-inspection",7
"19101","50059666","JUICY CUBE","10/17/2018","A","Cycle Inspection / Initial Inspection",12
"19102","50059670","+ 81 GALLERY NEW YORK","05/03/2018","A","Cycle Inspection / Initial Inspection",2
"19103","50059672","GOOD FRIENDS 1","03/26/2019","Z","Cycle Inspection / Re-inspection",22
"19104","50059675","TRANZIT RESTAURANT","01/04/2019","A","Cycle Inspection / Initial Inspection",10
"19105","50059676","CAFE GRUMPY","04/15/2019","A","Cycle Inspection / Initial Inspection",11
"19106","50059677","D FRUIT OPPIA","12/11/2018","A","Cycle Inspection / Re-inspection",13
"19107","50059682","HIGH BAR","01/09/2019","A","Cycle Inspection / Re-inspection",10
"19108","50059684","ASHOKA","01/28/2019","C","Cycle Inspection / Re-inspection",34
"19109","50059688","NEW HOME VIETNAMESE SANDWICH & BUBBLE TEA","02/04/2019","A","Cycle Inspection / Initial Inspection",7
"19110","50059690","MISS LI","01/17/2019","Z","Cycle Inspection / Re-inspection",26
"19111","50059700","RED POKE","11/23/2018","A","Cycle Inspection / Re-inspection",8
"19112","50059706","NOEL'S PIZZA 2","06/26/2018","B","Cycle Inspection / Re-inspection",22
"19113","50059711","TWO BOOTS TO GO WEST","04/12/2018","A","Cycle Inspection / Initial Inspection",5
"19114","50059712","OX VERTE","03/08/2019","A","Cycle Inspection / Initial Inspection",13
"19115","50059718","TAKSIM","04/09/2018","A","Cycle Inspection / Initial Inspection",10
"19116","50059729","MIDPOINT BISTRO","12/28/2018","A","Cycle Inspection / Initial Inspection",12
"19117","50059730","DOUBLE DRAGON","11/21/2018","A","Cycle Inspection / Initial Inspection",5
"19118","50059733","BELLA LUNA","07/18/2018","A","Cycle Inspection / Initial Inspection",13
"19119","50059739","SALVATORE'S NY PIZZA","03/19/2019","A","Cycle Inspection / Initial Inspection",10
"19120","50059740","BIRCH COFFEE","05/18/2018","A","Cycle Inspection / Initial Inspection",2
"19121","50059751","WATTLE CAFE","10/20/2017","A","Cycle Inspection / Initial Inspection",12
"19122","50059753","PHO DEM","10/10/2018",NA,"Cycle Inspection / Re-inspection",18
"19123","50059759","Wickedness Bar and Lounge","12/08/2018","B","Cycle Inspection / Re-inspection",18
"19124","50059766","Villanelle","04/18/2018","A","Cycle Inspection / Initial Inspection",7
"19125","50059767","POESIE CAFE","04/03/2018","A","Cycle Inspection / Initial Inspection",10
"19126","50059778","EMMY SQUARED","12/09/2017","A","Cycle Inspection / Initial Inspection",7
"19127","50059779","OHANA TREMONT","06/06/2018","A","Cycle Inspection / Initial Inspection",13
"19128","50059783","SPORTS CLUB OF GLENDALE","03/25/2019","A","Cycle Inspection / Initial Inspection",8
"19129","50059785","CAPY CAFE","05/10/2018","A","Cycle Inspection / Initial Inspection",7
"19130","50059787","PASTELES CAPY","04/09/2019","A","Cycle Inspection / Initial Inspection",4
"19131","50059789","PASTELES CAPY","01/02/2019","A","Cycle Inspection / Initial Inspection",5
"19132","50059791","PASTELES CAPY","10/25/2018","A","Cycle Inspection / Initial Inspection",12
"19133","50059792","UPTOWN ROASTERS","03/14/2018","A","Cycle Inspection / Initial Inspection",11
"19134","50059794","COCINA CHENTE MEXICAN CUISINE","08/23/2018","C","Cycle Inspection / Re-inspection",30
"19135","50059802","MARY'S COFFEE SHOP & RESTAURANT","12/27/2018","Z","Cycle Inspection / Reopening Inspection",2
"19136","50059803","TAJ VILLAGE","03/06/2018","A","Pre-permit (Operational) / Re-inspection",5
"19137","50059806","SUSHI ZO","11/20/2018","A","Cycle Inspection / Initial Inspection",12
"19138","50059822","THIRD FLOOR CAFE","02/27/2019","A","Cycle Inspection / Re-inspection",12
"19139","50059824","TAIKI AND RICE & MISO","12/28/2018","A","Cycle Inspection / Re-inspection",7
"19140","50059826","MCDONALD'S","04/01/2019","A","Cycle Inspection / Initial Inspection",3
"19141","50059827","PATOUG RESTAURANT & CATERING","03/08/2018","A","Cycle Inspection / Initial Inspection",7
"19142","50059837","GOGI 37","03/12/2019","A","Cycle Inspection / Re-inspection",9
"19143","50059849","KOKI O","03/14/2019","A","Cycle Inspection / Initial Inspection",13
"19144","50059850","KENNEDY FRIED CHICKEN","03/13/2019","Z","Cycle Inspection / Re-inspection",26
"19145","50059855","CROWN FRIED CHICKEN","06/12/2018","A","Cycle Inspection / Initial Inspection",5
"19146","50059864","GIOVANNI RESTAURANT","12/13/2018","A","Cycle Inspection / Re-inspection",13
"19147","50059874","GINZA SUSHI","02/21/2019","A","Cycle Inspection / Re-inspection",13
"19148","50059875","1ST MAMA RESTAURANT","10/25/2018","A","Cycle Inspection / Initial Inspection",12
"19149","50059886","SABBA'S CHICKEN","10/03/2018","A","Cycle Inspection / Initial Inspection",5
"19150","50059889","ZOE'S PLACE","09/20/2018","A","Cycle Inspection / Re-inspection",11
"19151","50059891","LEE PANDA","01/09/2019","A","Cycle Inspection / Initial Inspection",5
"19152","50059894","NEW HAWAII II","02/04/2019","A","Cycle Inspection / Re-inspection",11
"19153","50059897","MUTZ","08/27/2018","A","Cycle Inspection / Initial Inspection",4
"19154","50059901","NEW YORK STOCK EXCHANGE EXECUTIVE SERVICES","05/11/2018","A","Cycle Inspection / Initial Inspection",6
"19155","50059902","GINO'S PIZZA","01/23/2019","A","Cycle Inspection / Initial Inspection",12
"19156","50059903","CHINA TASTE","02/26/2019","B","Cycle Inspection / Re-inspection",26
"19157","50059904","LE PAIN QUOTIDIEN","04/11/2019","A","Cycle Inspection / Initial Inspection",10
"19158","50059906","CAFE ESENCIA","01/09/2019","A","Cycle Inspection / Initial Inspection",7
"19159","50059916","CHUMLEY'S","11/01/2018","A","Pre-permit (Operational) / Re-inspection",12
"19160","50059922","HONG KONG GOURMET","02/27/2019","A","Cycle Inspection / Initial Inspection",12
"19161","50059924","COFFEE TREE LOUNGE","05/23/2018","A","Cycle Inspection / Initial Inspection",9
"19162","50059928","SACHI ASIAN THAI","10/29/2018","A","Cycle Inspection / Initial Inspection",11
"19163","50059930","HONG KONG RESTAURANT","04/01/2019","A","Cycle Inspection / Initial Inspection",12
"19164","50059935","108 FOOD DRIED HOT POT","05/30/2018","A","Cycle Inspection / Initial Inspection",9
"19165","50059939","JUICE BAR NUTRITION","01/23/2019","A","Cycle Inspection / Initial Inspection",5
"19166","50059945","LOTUS 1","12/28/2018","A","Cycle Inspection / Re-inspection",12
"19167","50059948","ESTAMINET","03/06/2019","A","Cycle Inspection / Initial Inspection",5
"19168","50059949","FLIK @ HOLY NAME PROVINCE","03/15/2019","A","Cycle Inspection / Initial Inspection",12
"19169","50059954","CAFFE BENE","02/08/2019","A","Cycle Inspection / Initial Inspection",9
"19170","50059960","CLAY","03/30/2019","A","Cycle Inspection / Initial Inspection",12
"19171","50059972","BOMBAY HEIGHTS","04/09/2019","A","Cycle Inspection / Initial Inspection",12
"19172","50059975","SEAFOOD ISLAND","11/14/2018","C","Cycle Inspection / Re-inspection",32
"19173","50059977","LUIGI'S PIZZA","04/01/2019","Z","Cycle Inspection / Re-inspection",27
"19174","50059980","OSCAR WILDE'S","04/12/2018","A","Cycle Inspection / Initial Inspection",13
"19175","50059983","XSPORT FITNESS","10/09/2018","A","Cycle Inspection / Initial Inspection",10
"19176","50059989","EMPIRE DINER","02/11/2019","A","Cycle Inspection / Initial Inspection",9
"19177","50059992","El Pin Pollo Restaurant","01/30/2019","A","Cycle Inspection / Re-inspection",12
"19178","50059993","SEAMORE'S","04/30/2018","A","Cycle Inspection / Initial Inspection",13
"19179","50059995","THE POOL THE GRILL","12/18/2018","A","Cycle Inspection / Re-inspection",8
"19180","50059998","VALERIO BAKERY CAFE","03/21/2018","A","Cycle Inspection / Initial Inspection",2
"19181","50059999","MANGU GRILL RESTAURANT","01/29/2019","A","Cycle Inspection / Re-inspection",8
"19182","50060008","SUSHI GAMA","03/14/2019","Z","Cycle Inspection / Reopening Inspection",2
"19183","50060011","AMPLE HILLS CREAMERY","06/05/2018","A","Cycle Inspection / Initial Inspection",4
"19184","50060012","AMPLE HILLS CREAMERY","04/10/2019","A","Cycle Inspection / Initial Inspection",2
"19185","50060014","AMPLE HILLS CREAMERY","04/19/2018","A","Cycle Inspection / Initial Inspection",10
"19186","50060017","TROPICAL JADE 2","08/16/2018","A","Cycle Inspection / Initial Inspection",12
"19187","50060018","SEA JAMMINS CARIBBEAN CUISINE","02/11/2019","A","Cycle Inspection / Initial Inspection",11
"19188","50060021","ALTA CALIDAD","01/12/2019","A","Cycle Inspection / Initial Inspection",12
"19189","50060028","BOBA GUYS","01/29/2018","A","Cycle Inspection / Initial Inspection",11
"19190","50060041","DOS TOROS TAQUERIA","09/04/2018","A","Cycle Inspection / Initial Inspection",9
"19191","50060047","BRAVO PIZZA","08/28/2018","A","Cycle Inspection / Initial Inspection",12
"19192","50060048","CAFE BELLE","03/28/2019","A","Cycle Inspection / Initial Inspection",4
"19193","50060049","TRADITA BRICK OVEN PIZZA","04/10/2018","A","Cycle Inspection / Initial Inspection",6
"19194","50060052","Lone Wolf","03/08/2019","A","Cycle Inspection / Re-inspection",7
"19195","50060054","SBARRO","08/08/2018","A","Cycle Inspection / Initial Inspection",9
"19196","50060058","PA PA CHICKEN","08/11/2018","A","Cycle Inspection / Initial Inspection",13
"19197","50060065","MON HING","01/08/2019","A","Cycle Inspection / Initial Inspection",5
"19198","50060066","CASCADE JERK","12/18/2018","A","Cycle Inspection / Re-inspection",12
"19199","50060068","THE JUICE THEORY","03/28/2019","A","Cycle Inspection / Initial Inspection",13
"19200","50060069","THE HIDEOUT","02/07/2019","A","Cycle Inspection / Initial Inspection",5
"19201","50060077","LUNA PIZZERIA","03/12/2019","Z","Cycle Inspection / Re-inspection",27
"19202","50060083","THE HUDSON BAR ROOM","06/15/2018","A","Cycle Inspection / Initial Inspection",13
"19203","50060084","NOODLE VILLAGE","10/10/2018","A","Cycle Inspection / Re-inspection",10
"19204","50060086","QDOBA MEXICAN EATS","02/27/2019","A","Cycle Inspection / Initial Inspection",6
"19205","50060088","GARLIC TO THE CHICKEN","04/03/2019","A","Cycle Inspection / Initial Inspection",5
"19206","50060093","T-SWIRL CREPE","09/26/2018","A","Cycle Inspection / Initial Inspection",10
"19207","50060094","TIAN BAO RESTAURANT","06/07/2018","A","Cycle Inspection / Initial Inspection",12
"19208","50060105","BIRDS OF A FEATHER","04/07/2018","A","Cycle Inspection / Initial Inspection",13
"19209","50060115","EL LOBITO LOCO","03/29/2018","A","Cycle Inspection / Initial Inspection",9
"19210","50060116","PALACE CHICKEN & GRILL","04/03/2019","A","Cycle Inspection / Initial Inspection",11
"19211","50060117","KBBQ","03/20/2019","A","Cycle Inspection / Re-inspection",2
"19212","50060119","SUZU SUSHI","03/27/2019","A","Cycle Inspection / Initial Inspection",12
"19213","50060130","NO. 1 RESTAURANT","02/14/2019","Z","Cycle Inspection / Re-inspection",57
"19214","50060131","SPICY & TASTY","05/03/2018","A","Cycle Inspection / Initial Inspection",9
"19215","50060138","MR DEMUS FISHNET RESTAURANT","03/19/2019","A","Cycle Inspection / Re-inspection",11
"19216","50060139","SATIN DOLLS","01/22/2019","A","Cycle Inspection / Initial Inspection",0
"19217","50060141","GINZA SUSHI","10/15/2018","A","Cycle Inspection / Initial Inspection",12
"19218","50060154","DUNKIN DONUTS","11/14/2018","A","Cycle Inspection / Re-inspection",13
"19219","50060160","$ 1 SLICE PIZZA","12/13/2018","A","Cycle Inspection / Re-inspection",9
"19220","50060161","GROOVE","09/29/2018","B","Cycle Inspection / Re-inspection",15
"19221","50060165","DUNKIN DONUTS","03/07/2019","A","Cycle Inspection / Initial Inspection",7
"19222","50060168","CROWN FRIED CHICKEN","01/05/2019","A","Cycle Inspection / Initial Inspection",4
"19223","50060170","PLATINUM","07/06/2018","B","Pre-permit (Operational) / Re-inspection",22
"19224","50060197","KOWLOON CAFE","01/14/2019","A","Cycle Inspection / Re-inspection",12
"19225","50060202","KABAB BITES","05/07/2018","A","Cycle Inspection / Initial Inspection",13
"19226","50060205","TASTY CARIBBEAN BUFFET","07/17/2018","B","Cycle Inspection / Re-inspection",16
"19227","50060214","EL NUEVO VALLE III","09/04/2018","A","Cycle Inspection / Initial Inspection",11
"19228","50060215","SHAKING CRAB","05/23/2018","C","Pre-permit (Operational) / Re-inspection",56
"19229","50060220","CAFE KABILA","06/20/2018","A","Cycle Inspection / Initial Inspection",11
"19230","50060223","JOE & THE JUICE","03/07/2019","A","Cycle Inspection / Initial Inspection",13
"19231","50060226","ROCKAWAY BEACH BAKERY","05/16/2018","A","Cycle Inspection / Initial Inspection",12
"19232","50060230","HAMPTON INN MANHATTAN GRAND CENTRAL","04/23/2018","A","Cycle Inspection / Initial Inspection",11
"19233","50060232","HOLIDAY INN EXPRESS MANHATTAN TIMES SQUARE SOUTH","05/07/2018","A","Cycle Inspection / Initial Inspection",9
"19234","50060248","WOWFULLS","04/04/2019","A","Cycle Inspection / Initial Inspection",7
"19235","50060255","NANCY RESTAURANT","12/10/2018","A","Cycle Inspection / Re-inspection",10
"19236","50060258","HOLE IN THE WALL","02/06/2019","A","Cycle Inspection / Re-inspection",13
"19237","50060266","ETSY","01/23/2019","A","Cycle Inspection / Initial Inspection",13
"19238","50060267","STARBUCKS COFFEE COMPANY","04/06/2018","A","Cycle Inspection / Initial Inspection",12
"19239","50060268","STARBUCKS COFFEE","03/30/2018","A","Cycle Inspection / Initial Inspection",10
"19240","50060281","BOULIS CAFE","04/10/2019","A","Cycle Inspection / Initial Inspection",5
"19241","50060290","San Crestobal","04/25/2018","A","Cycle Inspection / Initial Inspection",5
"19242","50060293","AOC EAST","10/04/2018","A","Pre-permit (Operational) / Re-inspection",13
"19243","50060296","GUAN FU","02/01/2019","A","Cycle Inspection / Re-inspection",12
"19244","50060299","108 DOUBLE CHINESE RESTAURANT","01/23/2019","A","Cycle Inspection / Initial Inspection",9
"19245","50060308","HUMBLE FISH","03/28/2019","A","Cycle Inspection / Initial Inspection",2
"19246","50060315","WEI WILLIAMSBURGH","07/11/2018","A","Pre-permit (Operational) / Re-inspection",13
"19247","50060316","CONVENE AT ONE WORLD COMMONS","05/25/2018","A","Cycle Inspection / Initial Inspection",7
"19248","50060318","XIN XING 88 CHINESE RESTAURANT","12/28/2018","A","Cycle Inspection / Initial Inspection",11
"19249","50060321","TAMASHII RAMEN","01/22/2019","A","Cycle Inspection / Re-inspection",11
"19250","50060322","ELSA","11/03/2018","A","Cycle Inspection / Initial Inspection",2
"19251","50060323","PIEROGI BOYS","03/22/2018","A","Cycle Inspection / Initial Inspection",10
"19252","50060330","LUKE'S LOBSTER","12/12/2018","A","Cycle Inspection / Initial Inspection",6
"19253","50060346","MAISON KAYSER","10/09/2018","A","Cycle Inspection / Initial Inspection",4
"19254","50060357","WESTERN YUNNAN  CROSSING BRIDGE NOODLE","12/26/2018","A","Cycle Inspection / Re-inspection",10
"19255","50060360","VIVI BUBBLE TEA","04/05/2018","A","Cycle Inspection / Initial Inspection",10
"19256","50060363","PIZZA CIAO PASTA","11/01/2018","A","Cycle Inspection / Initial Inspection",11
"19257","50060368","EAST COAST","12/06/2018","A","Cycle Inspection / Re-inspection",11
"19258","50060371","TASTE OF CHINA","09/24/2018","A","Cycle Inspection / Initial Inspection",8
"19259","50060381","LATIN SOCIAL COCINA-BAR","02/22/2019","A","Cycle Inspection / Initial Inspection",12
"19260","50060382","4 SQUARED FLAVORS","05/23/2018","A","Cycle Inspection / Initial Inspection",8
"19261","50060384","CORNER SLICE (Located inside Gotham West market on 45 St. & 11TH Ave)","10/12/2018","A","Cycle Inspection / Initial Inspection",4
"19262","50060385","ITAVOLO","09/17/2018","A","Cycle Inspection / Initial Inspection",12
"19263","50060387","OLD GIA LAM","11/27/2018","A","Cycle Inspection / Initial Inspection",12
"19264","50060390","CHOP'T","06/15/2018","A","Cycle Inspection / Initial Inspection",8
"19265","50060391","THE OX TAVERN","11/16/2018","B","Cycle Inspection / Re-inspection",22
"19266","50060396","BEACH BAGEL","02/26/2019","A","Cycle Inspection / Initial Inspection",11
"19267","50060414","JOE & THE JUICE","04/27/2018","A","Cycle Inspection / Initial Inspection",13
"19268","50060415","JOE & THE JUICE","12/28/2018","A","Cycle Inspection / Initial Inspection",13
"19269","50060417","SWEET BASIL PIZZERIA","01/15/2019","C","Cycle Inspection / Re-inspection",42
"19270","50060419","EMBLEM","09/08/2017","A","Cycle Inspection / Initial Inspection",9
"19271","50060422","ELIAS CINCO DE MAYO","05/23/2018","A","Cycle Inspection / Initial Inspection",10
"19272","50060424","THE CRAFTSMAN","12/07/2018","A","Cycle Inspection / Re-inspection",9
"19273","50060427","LA BAGEL DELIGHT","12/20/2018","B","Cycle Inspection / Re-inspection",15
"19274","50060428","THE CIBO","01/15/2019","A","Cycle Inspection / Re-inspection",12
"19275","50060433","SWEET HOUSE DRINK AND DESSERT","09/20/2018","A","Cycle Inspection / Initial Inspection",11
"19276","50060435","HILTON BROOKLYN NEW YORK","03/28/2019","A","Cycle Inspection / Re-inspection",5
"19277","50060439","LA VERA PIZZA","04/23/2018","A","Cycle Inspection / Initial Inspection",7
"19278","50060443","ELIO'S FINE FOODS","01/08/2019","A","Cycle Inspection / Initial Inspection",12
"19279","50060452","FUSCO","06/13/2018","A","Pre-permit (Operational) / Initial Inspection",2
"19280","50060455","FOUR & TWENTY BLACKBIRDS","04/09/2018","A","Cycle Inspection / Initial Inspection",13
"19281","50060461","JIA XIANG KITCHEN","02/11/2019","A","Cycle Inspection / Initial Inspection",2
"19282","50060463","NEW KING GARDEN","03/13/2018","A","Cycle Inspection / Initial Inspection",12
"19283","50060464","WIKIWIKI","08/30/2018","A","Cycle Inspection / Initial Inspection",12
"19284","50060471","BROOKLYN ROASTING COMPANY","04/08/2019","A","Cycle Inspection / Initial Inspection",4
"19285","50060478","CALABRIA","04/09/2019","A","Cycle Inspection / Initial Inspection",11
"19286","50060479","HI TEA","04/18/2018","A","Cycle Inspection / Initial Inspection",2
"19287","50060480","ARTISERIE","06/22/2018","A","Cycle Inspection / Initial Inspection",9
"19288","50060482","THE WHITBY HOTEL","08/20/2018","A","Cycle Inspection / Initial Inspection",4
"19289","50060484","POKEBAB","03/28/2019","A","Cycle Inspection / Re-inspection",12
"19290","50060492","FRESH LEAF","02/01/2019","A","Cycle Inspection / Initial Inspection",13
"19291","50060495","CAFE HESTIA","04/05/2019","A","Cycle Inspection / Re-inspection",12
"19292","50060496","COUSINS DELI RESTAURANT","11/28/2018","A","Cycle Inspection / Re-inspection",8
"19293","50060497","ORTZI RESTAURANT AND BAR LOCATED INSIDE LOUMA HOTEL","02/21/2019","A","Cycle Inspection / Initial Inspection",13
"19294","50060498","AROQA","01/30/2019","A","Cycle Inspection / Initial Inspection",9
"19295","50060517","KOTTI BERLINER DONER KEBAB","01/30/2019","A","Cycle Inspection / Initial Inspection",12
"19296","50060521","AKI SUSHI","10/05/2018","A","Cycle Inspection / Initial Inspection",11
"19297","50060523","TROQUET","03/12/2018","A","Cycle Inspection / Initial Inspection",12
"19298","50060525","BAKHTAR KEBAB","03/01/2018","A","Cycle Inspection / Initial Inspection",4
"19299","50060527","WYNDHAM GARDEN FRESH MEADOWS HOTEL","11/21/2018","A","Cycle Inspection / Re-inspection",4
"19300","50060528","METTA","12/08/2017","A","Pre-permit (Operational) / Initial Inspection",9
"19301","50060531","FIELDS GOOD CHICKEN","02/05/2019","A","Cycle Inspection / Re-inspection",12
"19302","50060534","ANTIQUE GARAGE TRIBECA","04/25/2018","A","Cycle Inspection / Initial Inspection",12
"19303","50060535","MISS MADELEINE","08/30/2018","A","Cycle Inspection / Initial Inspection",6
"19304","50060557","HAPPY HOME CUISINE","03/27/2018","A","Cycle Inspection / Initial Inspection",12
"19305","50060559","NEW GREAT WALL 1419","01/18/2019","A","Cycle Inspection / Initial Inspection",12
"19306","50060589","EL MARIACHI REST","11/16/2018","A","Cycle Inspection / Re-inspection",10
"19307","50060593","KING GARDEN","02/07/2019","A","Cycle Inspection / Re-inspection",9
"19308","50060597","NU LOOK DELI","06/11/2018","A","Cycle Inspection / Initial Inspection",11
"19309","50060598","POKEWORKS (Entrance is on 41st street between Lexington & Park)","06/11/2018","A","Cycle Inspection / Initial Inspection",3
"19310","50060603","FUSHA FUSION","01/23/2019","A","Cycle Inspection / Re-inspection",13
"19311","50060606","LAS CATRINAS","06/22/2018","A","Cycle Inspection / Re-inspection",10
"19312","50060612","MEXICUE","11/09/2018","A","Cycle Inspection / Initial Inspection",9
"19313","50060613","TASTY HOUSE","04/10/2018","A","Cycle Inspection / Initial Inspection",8
"19314","50060614","TOYO JAPANESE CUISINE","04/12/2018","A","Cycle Inspection / Initial Inspection",10
"19315","50060617","POQUITO PICANT","09/13/2018","B","Cycle Inspection / Re-inspection",25
"19316","50060623","SZECHUAN GARDEN","03/28/2019","A","Cycle Inspection / Initial Inspection",2
"19317","50060624","BOBAMOSA","01/08/2019","A","Cycle Inspection / Re-inspection",6
"19318","50060631","KANCHANJUNGA RESTAURANT","07/31/2018","A","Cycle Inspection / Initial Inspection",12
"19319","50060648","WEST WINE BAR","04/06/2019","A","Cycle Inspection / Initial Inspection",5
"19320","50060674","MIMMOS BRICK OVEN PIZZA","11/27/2018","A","Cycle Inspection / Initial Inspection",13
"19321","50060677","PARIS CAFE","12/17/2018","A","Cycle Inspection / Initial Inspection",7
"19322","50060683","LASIAF TACOS & LOUNGE","11/27/2018","B","Cycle Inspection / Re-inspection",24
"19323","50060685","BURGER KING","09/07/2018","A","Cycle Inspection / Initial Inspection",6
"19324","50060686","HONEYGROW","05/02/2018","A","Cycle Inspection / Initial Inspection",10
"19325","50060687","CHANSON","01/11/2019","B","Cycle Inspection / Re-inspection",14
"19326","50060692","SIX EIGHT NINE","01/28/2019","A","Cycle Inspection / Initial Inspection",13
"19327","50060700","BKLYN CAKE STUDIO","07/25/2018","A","Cycle Inspection / Initial Inspection",2
"19328","50060710","MARIE'S","04/11/2019","A","Cycle Inspection / Initial Inspection",7
"19329","50060711","SCOOZI","03/27/2018","A","Cycle Inspection / Initial Inspection",13
"19330","50060716","TAQUERIA LA ROQUETA","06/20/2018","A","Cycle Inspection / Re-inspection",11
"19331","50060720","SAKURA 4","10/03/2018","A","Cycle Inspection / Re-inspection",13
"19332","50060722","EL MERO MERO","08/01/2018","A","Cycle Inspection / Initial Inspection",12
"19333","50060724","DISHES","01/18/2019","A","Cycle Inspection / Re-inspection",12
"19334","50060746","MY PIE PIZZERIA","10/17/2018","A","Cycle Inspection / Initial Inspection",9
"19335","50060751","SNACK TIME GRILL","12/12/2018","A","Cycle Inspection / Initial Inspection",7
"19336","50060757","MET LIFE JUICE BAR","04/27/2018","A","Cycle Inspection / Initial Inspection",2
"19337","50060759","MET LIFE TEA BAR","01/09/2019","A","Cycle Inspection / Initial Inspection",8
