"","CAMIS","DBA","BUILDING","STREET","ADDRESS_Ext","lon","lat"
"211",40369299,"SEASHORE RESTAURANT","591","CITY ISLAND AVE","591,CITY ISLAND AVE,New York, NY",-73.7908762,40.8541794
"212",40369418,"CAFFE REGGIO","119","MAC DOUGAL STREET","119,MAC DOUGAL STREET,New York, NY",-74.0004169,40.7302678
"213",40369461,"CAFE UN DEUX TROIS","123","WEST   44 STREET","123,WEST   44 STREET,New York, NY",-73.9841609,40.7567966
"214",40369482,"ARMANDO'S PIZZA","1366","PENNSYLVANIA AVENUE","1366,PENNSYLVANIA AVENUE,New York, NY",-73.8825904,40.6470917
"215",40369521,"KNICKERBOCKER BAR & GRILL","33","UNIVERSITY PLACE","33,UNIVERSITY PLACE,New York, NY",-73.9942335,40.7320288
"216",40369580,"EL POTE ESPANOL","718","2 AVENUE","718,2 AVENUE,New York, NY",-73.9735762,40.74754
"217",40369608,"THE RIVER CAFE","1","WATER STREET","1,WATER STREET,New York, NY",-74.0121607,40.7021167
"218",40369619,"MUDVILLE SALOON","126","CHAMBERS STREET","126,CHAMBERS STREET,New York, NY",-74.0089245,40.715172
"219",40369641,"JOHNNY'S REEF RESTAURANT","2","CITY ISLAND AVE","2,CITY ISLAND AVE,New York, NY",-73.7826725,40.837692
"220",40369667,"WHITE CASTLE","846","EMPIRE BOULEVARD","846,EMPIRE BOULEVARD,New York, NY",-73.9321666,40.6632351
"221",40369669,"WHITE CASTLE","2701","BOSTON POST ROAD","2701,BOSTON POST ROAD,New York, NY",-73.819735,40.890213
"222",40369675,"WHITE CASTLE","4302","QUEENS BOULEVARD","4302,QUEENS BOULEVARD,New York, NY",-73.9213547,40.7429901
"223",40369716,"FERDINANDO'S RESTAURANT","151","UNION STREET","151,UNION STREET,New York, NY",-74.0018494,40.6842226
"224",40369724,"MCDONALD'S","10615","71 AVENUE","10615,71 AVENUE,New York, NY",-73.8451156,40.7200141
"225",40369759,"NECTAR COFFEE SHOP","1022","MADISON AVENUE","1022,MADISON AVENUE,New York, NY",-73.9624213,40.7761833
"226",40369775,"THE CUPPING ROOM","359","WEST BROADWAY","359,WEST BROADWAY,New York, NY",-74.0030486,40.723
"227",40369782,"MCDONALD'S","701","UTICA AVENUE","701,UTICA AVENUE,New York, NY",-73.930517,40.6561377
"228",40369810,"PETE'S TAVERN","129","EAST   18 STREET","129,EAST   18 STREET,New York, NY",-73.9866989,40.7364959
"229",40369849,"GINO'S PIZZERIA","6132","SPRINGFIELD BOULEVARD","6132,SPRINGFIELD BOULEVARD,New York, NY",-73.7565898,40.7483019
"230",40369869,"JIM BRADY'S RESTAURANT","75","MAIDEN LANE","75,MAIDEN LANE,New York, NY",-74.0074731,40.7077951
"231",40369878,"VILLA MOSCONI RESTAURANT","69","MACDOUGAL STREET","69,MACDOUGAL STREET,New York, NY",-74.002001,40.7285929
"232",40369940,"THE NEW AMITY RESTAURANT","1134","MADISON AVENUE","1134,MADISON AVENUE,New York, NY",-73.9598324,40.7798381
"233",40369954,"VOLARE RESTAURANT","147","WEST FOURTH STREET","147,WEST FOURTH STREET,New York, NY",-74.0003887,40.7316049
"234",40369958,"SPARKS STEAK HOUSE","210","EAST   46 STREET","210,EAST   46 STREET,New York, NY",-73.9720665,40.7529737
"235",40369983,"THE DART SPORTS BAR","8318","PARSONS BOULEVARD","8318,PARSONS BOULEVARD,New York, NY",-73.807954,40.715159
"236",40370015,"BAMONTE'S RESTAURANT","32","WITHERS ST","32,WITHERS ST,New York, NY",-73.9511854,40.7165728
"237",40370150,"JOHN MULLIGAN'S FIRESIDE PUB","4272","KATONAH AVENUE","4272,KATONAH AVENUE,New York, NY",-73.8670318,40.8977778
"238",40370167,"BURGER KING","22210","NORTHERN BOULEVARD","22210,NORTHERN BOULEVARD,New York, NY",-73.7593231,40.7615707
"239",40370168,"EAR INN","326","SPRING STREET","326,SPRING STREET,New York, NY",-74.0095045,40.7258394
"240",40370238,"BURGER KING","6815","NORTHERN BOULEVARD","6815,NORTHERN BOULEVARD,New York, NY",-73.8979071,40.7545214
"241",40370342,"GREENPOINT TAVERN","188","BEDFORD AVENUE","188,BEDFORD AVENUE,New York, NY",-73.9581492,40.7177363
"242",40370356,"MCDONALD'S","3267","RICHMOND AVENUE","3267,RICHMOND AVENUE,New York, NY",-74.1681723,40.5595956
"243",40370436,"ROSSINI'S","108","EAST   38 STREET","108,EAST   38 STREET,New York, NY",-73.9788985,40.7491356
"244",40370463,"THREE GUY'S RESTAURANT","960","MADISON AVENUE","960,MADISON AVENUE,New York, NY",-73.9641087,40.7741567
"245",40370507,"THE PLAYERS","16","GRAMERCY PARK SOUTH","16,GRAMERCY PARK SOUTH,New York, NY",-73.9866593,40.7376158
"246",40370638,"TJK CAFE & RESTAURANT","24904","HORACE HARDING BOULEVARD","24904,HORACE HARDING BOULEVARD,New York, NY",-73.731133,40.760331
"247",40370766,"SMITH & WOLLENSKY","201","EAST 49th STREET","201,EAST 49th STREET,New York, NY",-73.9707177,40.755156
"248",40370781,"MCDONALD'S","16011","WILLETS POINT BOULEVARD","16011,WILLETS POINT BOULEVARD,New York, NY",-73.802319,40.780748
"249",40370856,"OLIVE TREE CAFE & COMEDY CELLAR","117","MAC DOUGAL STREET","117,MAC DOUGAL STREET,New York, NY",-74.0005639,40.7302002
"250",40370916,"BURGER KING","25810","HILLSIDE AVENUE","25810,HILLSIDE AVENUE,New York, NY",-73.7096785,40.7370456
"251",40370917,"BURGER KING","9006","CHURCH AVENUE","9006,CHURCH AVENUE,New York, NY",-73.9194946,40.6527898
"252",40370939,"MANDUCATIS","1327","JACKSON AVENUE","1327,JACKSON AVENUE,New York, NY",-73.9491317,40.7445755
"253",40370994,"MAMMA LUCIA","1701","FOSTER AVENUE","1701,FOSTER AVENUE,New York, NY",-73.9612388,40.635193
"254",40371454,"WEST BANK CAFE","407","WEST   42 STREET","407,WEST   42 STREET,New York, NY",-73.9930129,40.7587711
"255",40371614,"LA BARAKA RESTAURANT","25509","NORTHERN BOULEVARD","25509,NORTHERN BOULEVARD,New York, NY",-73.7343638,40.7723183
"256",40371684,"LIBERMAN'S LUNCHEONETTE","4801","16 AVENUE","4801,16 AVENUE,New York, NY",-73.9848509,40.6314104
"257",40371718,"ZAFI'S LUNCHEONETTE","500","GRAND STREET","500,GRAND STREET,New York, NY",-73.9828151,40.7151396
"258",40371727,"LA PALINA RESTAURANT","159","AVENUE O","159,AVENUE O,New York, NY",-73.9788477,40.6109372
"259",40371805,"TY'S","114","CHRISTOPHER STREET","114,CHRISTOPHER STREET,New York, NY",-74.0052985,40.7330387
"260",40371906,"MARINER INN","3501","AVENUE S","3501,AVENUE S,New York, NY",-73.9321474,40.6094847
"261",40371988,"NORTH SHORE DINER","19652","NORTHERN BLVD","19652,NORTHERN BLVD,New York, NY",-73.7836425,40.7576316
"262",40372112,"GREEN HOUSE CAFE","7717","THIRD AVENUE","7717,THIRD AVENUE,New York, NY",-74.0283024,40.6295393
"263",40372196,"MCDONALD'S","3660","EAST TREMONT AVENUE","3660,EAST TREMONT AVENUE,New York, NY",-73.8236418,40.8275743
"264",40372262,"LA RIPAILLE RESTAURANT","605","HUDSON STREET","605,HUDSON STREET,New York, NY",-74.0059811,40.7372616
"265",40372357,"MARINA CAFE","154","MANSION AVE","154,MANSION AVE,New York, NY",-74.1408558,40.5441215
"266",40372417,"DON FILIPPO RESTAURANT","1133","LEXINGTON AVENUE","1133,LEXINGTON AVENUE,New York, NY",-73.9589085,40.7745651
"267",40372422,"BURGER KING","9283","QUEENS BOULEVARD","9283,QUEENS BOULEVARD,New York, NY",-73.8662024,40.7321193
"268",40372426,"DAZIES RESTAURANT","3941","QUEENS BOULEVARD","3941,QUEENS BOULEVARD,New York, NY",-73.9245566,40.7441786
"269",40372445,"OMONIA CAFE","3220","BROADWAY","3220,BROADWAY,New York, NY",-73.9575985,40.8164477
"270",40372466,"MURALS ON 54/RANDOLPH'S","65","WEST   54 STREET","65,WEST   54 STREET,New York, NY",-73.9782725,40.7624022
"271",40372485,"VETERANS OF FOREIGN WARS POST #107 CANTEEN","2414","GERRITSEN AVENUE","2414,GERRITSEN AVENUE,New York, NY",-73.9312863,40.598017
"272",40372596,"TROPICAL HOUSE BAKING CO.","267","SCHENECTADY AVENUE","267,SCHENECTADY AVENUE,New York, NY",-73.9336285,40.6694796
"273",40372618,"BURGER KING","15405","ROCKAWAY BOULEVARD","15405,ROCKAWAY BOULEVARD,New York, NY",-73.7805813,40.6679338
"274",40372631,"YANKEE JZ PIZZA","1599","WESTCHESTER AVENUE","1599,WESTCHESTER AVENUE,New York, NY",-73.87575,40.8294396
"275",40372694,"CLINTON RESTAURANT","917","CLINTONVILLE STREET","917,CLINTONVILLE STREET,New York, NY",-73.8128627,40.7931101
"276",40372971,"RACQUET & TENNIS CLUB","370","PARK AVENUE","370,PARK AVENUE,New York, NY",-73.9730612,40.7588506
"277",40373113,"ASTRO RESTAURANT","101","WEST   55 STREET","101,WEST   55 STREET,New York, NY",-73.9784934,40.7632983
"278",40373118,"GOLDEN DOVE DINER","3281","RICHMOND AVENUE","3281,RICHMOND AVENUE,New York, NY",-74.1690896,40.5589492
"279",40373160,"KORNER PIZZERIA","226","CHURCH AVENUE","226,CHURCH AVENUE,New York, NY",-73.977654,40.6433344
"280",40373272,"HENRY'S END","44","HENRY STREET","44,HENRY STREET,New York, NY",-73.9956975,40.7126343
"281",40373462,"VILLA BERULIA","107","EAST   34 STREET","107,EAST   34 STREET,New York, NY",-73.9805395,40.7469315
"282",40373500,"VICTOR'S CAFE","236","WEST   52 STREET","236,WEST   52 STREET,New York, NY",-73.9841351,40.7628851
"283",40373597,"PETES PIZZERIA & RESTAURANT","7522","3 AVENUE","7522,3 AVENUE,New York, NY",-74.028245,40.630972
"284",40373656,"KEENS STEAKHOUSE","72","WEST 36th STREET","72,WEST 36th STREET,New York, NY",-73.9864747,40.7506759
"285",40373669,"BuBo","515","3 AVENUE","515,3 AVENUE,New York, NY",-73.9775669,40.7460142
"286",40373794,"READY PENNY INN","3707","73 STREET","3707,73 STREET,New York, NY",-73.8924962,40.7485672
"287",40373888,"IL MULINO","86","WEST    3 STREET","86,WEST    3 STREET,New York, NY",-73.9991407,40.7297668
"288",40373889,"FELIDIA RESTAURANT","243","EAST   58 STREET","243,EAST   58 STREET,New York, NY",-73.9651132,40.7603663
"289",40373909,"MCDONALD'S","5804","CLARENDON ROAD","5804,CLARENDON ROAD,New York, NY",-73.9216073,40.6446637
"290",40373912,"THE MALT HOUSE","206","THOMPSON STREET","206,THOMPSON STREET,New York, NY",-73.9993304,40.7286035
"291",40373937,"SHUN LEE","37","WEST   65 STREET","37,WEST   65 STREET,New York, NY",-73.9812519,40.7728753
"292",40373938,"IHOP","5655","BROADWAY","5655,BROADWAY,New York, NY",-73.9040116,40.8803571
"293",40374088,"PONGSRI THAI RESTAURANT","244","WEST   48 STREET","244,WEST   48 STREET,New York, NY",-73.9865615,40.7606777
"294",40374131,"PRIMAVERA PIZZA & PASTA","1005","2 AVENUE","1005,2 AVENUE,New York, NY",-73.9672695,40.7570286
"295",40374136,"TONY'S PIER RESTAURANT","1","CITY ISLAND AVE","1,CITY ISLAND AVE,New York, NY",-73.7831321,40.83745
"296",40374192,"ELIO'S","1621","SECOND AVENUE","1621,SECOND AVENUE,New York, NY",-73.9528586,40.7768389
"297",40374266,"KASTELI II","372","8 AVENUE","372,8 AVENUE,New York, NY",-73.9956869,40.7487313
"298",40374277,"MOLLY WEE PUB","402","8 AVENUE","402,8 AVENUE,New York, NY",-73.9949782,40.74967
"299",40374395,"EL CARIBE","5945","STRICKLAND AVE","5945,STRICKLAND AVE,New York, NY",-73.9153151,40.6092346
"300",40374415,"OMEN JAPANESE CUISINE","113","THOMPSON STREET","113,THOMPSON STREET,New York, NY",-74.0019586,40.7259931
"301",40374460,"MCDONALD'S","7269","KISSENA BOULEVARD","7269,KISSENA BOULEVARD,New York, NY",-73.8124604,40.7274006
"302",40374711,"ROSIE O'GRADY RESTAURANT","800","7 AVENUE","800,7 AVENUE,New York, NY",-73.9824817,40.762545
"303",40374814,"EUROPA BAR","9402","SUTPHIN BOULEVARD","9402,SUTPHIN BOULEVARD,New York, NY",-73.807086,40.6988
"304",40374834,"CASA BELLA","127","MULBERRY STREET","127,MULBERRY STREET,New York, NY",-73.9982079,40.7180815
"305",40374974,"CHEZ NAPOLEON","365","WEST   50 STREET","365,WEST   50 STREET,New York, NY",-73.9882983,40.763484
"306",40375108,"TURKEY'S NEST TAVERN","94","BEDFORD AVENUE","94,BEDFORD AVENUE,New York, NY",-73.9550136,40.7206167
"307",40375286,"LA VILLA DE PIZZA & RESTAURANT","8207","153 AVENUE","8207,153 AVENUE,New York, NY",-73.8520417,40.6666793
"308",40375369,"OZONE PIZZERIA","9615","LIBERTY AVENUE","9615,LIBERTY AVENUE,New York, NY",-73.8426307,40.6808917
"309",40375376,"AGRA RESTAURANT","807","LEXINGTON AVENUE","807,LEXINGTON AVENUE,New York, NY",-73.9664926,40.7641875
"310",40375616,"ARTURO'S","1617","YORK AVENUE","1617,YORK AVENUE,New York, NY",-73.9477068,40.7754128
"311",40375634,"PARIS BLUES","2021","7 AVENUE","2021,7 AVENUE,New York, NY",-73.9857225,40.7577423
"312",40375699,"GENE'S RESTURANT","73","WEST   11 STREET","73,WEST   11 STREET,New York, NY",-73.997752,40.735371
"313",40375819,"MARIA RISTORANTE","3073","EMMONS AVENUE","3073,EMMONS AVENUE,New York, NY",-73.9367399,40.5843304
"314",40375839,"COZY SOUP & BURGER","739","BROADWAY","739,BROADWAY,New York, NY",-73.9930852,40.7300414
"315",40375929,"VILLA FIORITA","7720","18 AVENUE","7720,18 AVENUE,New York, NY",-73.9977979,40.6118931
"316",40376029,"MOMS LUNCHEONETTE","10102","103 AVENUE","10102,103 AVENUE,New York, NY",-73.840374,40.683319
"317",40376039,"TEVERE 84","155","EAST   84 STREET","155,EAST   84 STREET,New York, NY",-73.9558893,40.7781573
"318",40376077,"FONTANA FAMOUS PIZZA & GYRO","20002","NORTHERN BOULEVARD","20002,NORTHERN BOULEVARD,New York, NY",-73.7828508,40.7576492
"319",40376142,"LUSARDI'S RESTAURANT","1494","SECOND AVENUE","1494,SECOND AVENUE,New York, NY",-73.9554325,40.7723867
"320",40376204,"PORTOFINO","10932","ASCAN AVENUE","10932,ASCAN AVENUE,New York, NY",-73.8398387,40.7191256
"321",40376290,"KING'S ARMS RESTAURANT","500","FOREST AVENUE","500,FOREST AVENUE,New York, NY",-74.1068823,40.630286
"322",40376352,"BLUE NOTE JAZZ","131","WEST    3 STREET","131,WEST    3 STREET,New York, NY",-74.0006557,40.7309083
"323",40376493,"THE WATER CLUB","500","EAST   30 STREET","500,EAST   30 STREET,New York, NY",-73.9723734,40.7403761
"324",40376495,"MARCO POLO RISTORANTE","345","COURT STREET","345,COURT STREET,New York, NY",-73.9957434,40.6821977
"325",40376496,"MANHATTAN MONSTER","80","GROVE STREET","80,GROVE STREET,New York, NY",-74.0023353,40.7333573
"326",40376515,"AMERICAN MUSEUM OF NATURAL HISTORY FOOD COURT",NA,"W 79 STREET","NA,W 79 STREET,New York, NY",-73.9799099,40.7838194
"327",40376583,"WAR MEMORIAL ICE SKATING RINK","0","MEMORIAL ICE SKATING","0,MEMORIAL ICE SKATING,New York, NY",-74.1077767,40.6157358
"328",40376635,"TRIPOLI RESTAURANT/SWALLOW CAFE","156","ATLANTIC AVENUE","156,ATLANTIC AVENUE,New York, NY",-73.9946416,40.6900788
"329",40376718,"PJ BERNSTEIN DELI & RESTAURANT","1215","THIRD AVENUE","1215,THIRD AVENUE,New York, NY",-73.9612178,40.7684788
"330",40376735,"PJ CARNEY'S","906","7 AVENUE","906,7 AVENUE,New York, NY",-73.980002,40.7659216
"331",40376944,"TOMOE SUSHI","172","THOMPSON STREET","172,THOMPSON STREET,New York, NY",-74.0001023,40.7276736
"332",40377124,"JP'S WATERSIDE RESTAURANT","703","MINNIEFORD AVE","703,MINNIEFORD AVE,New York, NY",-73.7906694,40.8575572
"333",40377243,"JOHN & JOE PIZZERIA & RESTAURANT","749","LYDIG AVENUE","749,LYDIG AVENUE,New York, NY",-73.8659036,40.8545641
"334",40377262,"SUNSET PIZZERIA","645","ROSSVILLE AVENUE","645,ROSSVILLE AVENUE,New York, NY",-74.2077981,40.542817
"335",40377294,"MCDONALD'S","7002","COOPER AVENUE","7002,COOPER AVENUE,New York, NY",-73.8802691,40.7017536
"336",40377325,"JACKSON HOLE","521","THIRD AVENUE","521,THIRD AVENUE,New York, NY",-73.9775096,40.7461701
"337",40377385,"NAPOLI PIZZA","16402","69 AVENUE","16402,69 AVENUE,New York, NY",-73.8047207,40.7328926
"338",40377506,"VESUVIO RESTAURANT & PIZZA","7303","3 AVENUE","7303,3 AVENUE,New York, NY",-74.027017,40.632575
"339",40377560,"WESTERN BAKERY","22813","MERRICK BOULEVARD","22813,MERRICK BOULEVARD,New York, NY",-73.7416329,40.6767449
"340",40377630,"JOHNS CAFE & RESTAURANT","823","SECOND AVENUE","823,SECOND AVENUE,New York, NY",-73.9714813,40.7511231
"341",40377789,"CAFE LUXEMBOURG","200","WEST   70 STREET","200,WEST   70 STREET,New York, NY",-73.9831099,40.777425
"342",40378035,"DUNKIN' DONUTS, BASKIN ROBBINS","15367","HORACE HARDING EXPRESSWAY","15367,HORACE HARDING EXPRESSWAY,New York, NY",-73.8153705,40.7394858
"343",40378136,"BROADWAY RESTAURANT","2664","BROADWAY","2664,BROADWAY,New York, NY",-73.9690257,40.7979746
"344",40378190,"NARITA JAPANESE RESTAURANT","10708","70 ROAD","10708,70 ROAD,New York, NY",-73.8454959,40.7207511
"345",40378212,"CUCHIFRITO","168","EAST  116 STREET","168,EAST  116 STREET,New York, NY",-73.9409898,40.7980513
"346",40378571,"IL CANTINORI RESTAURAUNT","32","EAST   10 STREET","32,EAST   10 STREET,New York, NY",-73.9932049,40.7321769
"347",40378579,"ANDREWS COFFEE SHOP","463","7 AVENUE","463,7 AVENUE,New York, NY",-73.9898149,40.7517621
"348",40378719,"THE CLUBHOUSE","6121","FRESH POND ROAD","6121,FRESH POND ROAD,New York, NY",-73.9006698,40.7140454
"349",40378774,"FAME DINER","6967","GRAND AVENUE","6967,GRAND AVENUE,New York, NY",-73.8935099,40.7272902
"350",40378796,"KNIGHTS OF BARON DEKALB","3000","EMMONS AVENUE","3000,EMMONS AVENUE,New York, NY",-73.9382324,40.5834398
"351",40378822,"WEST CORK-UNION HALL","502","HENDERSON AVE","502,HENDERSON AVE,New York, NY",-74.1092453,40.6379501
"352",40378827,"KOSHER HUT OF BROOKLYN","709","KINGS HIGHWAY","709,KINGS HIGHWAY,New York, NY",-73.9653026,40.6064223
"353",40378874,"TERRA BLUES","149","BLEEKER STREET","149,BLEEKER STREET,New York, NY",-73.9992845,40.7284039
"354",40379026,"FLAMINGO","8512","ROOSEVELT AVENUE","8512,ROOSEVELT AVENUE,New York, NY",-73.8806333,40.7478578
"355",40379149,"MONTE'S","97","MACDOUGAL STREET","97,MACDOUGAL STREET,New York, NY",-74.0011607,40.7296284
"356",40379304,"GOTHAM BAR & GRILL","12","EAST   12 STREET","12,EAST   12 STREET,New York, NY",-73.993699,40.734207
"357",40379566,"LONDON LENNIES","6388","WOODHAVEN BOULEVARD","6388,WOODHAVEN BOULEVARD,New York, NY",-73.8676598,40.7221282
"358",40379573,"DUNKIN' DONUTS","4090","BOSTON POST ROAD","4090,BOSTON POST ROAD,New York, NY",-73.8194532,40.8902325
"359",40379580,"COOPER TOWN DINER","339","1 AVENUE","339,1 AVENUE,New York, NY",-73.9804123,40.7349546
"360",40379620,"DELMONICO'S KITCHEN","207","WEST   36 STREET","207,WEST   36 STREET,New York, NY",-73.9901605,40.7526176
"361",40379628,"HASAKI RESTAURANT","210","EAST 9 TH STREET","210,EAST 9 TH STREET,New York, NY",-73.9888223,40.7296836
"362",40379662,"MEZZALUNA","1295","THIRD AVENUE","1295,THIRD AVENUE,New York, NY",-73.9592457,40.771155
"363",40379746,"RESTUARANT NIPPON","155","EAST   52 STREET","155,EAST   52 STREET,New York, NY",-73.9703764,40.7574337
"364",40379890,"O'HARA'S","120","CEDAR STREET","120,CEDAR STREET,New York, NY",-74.0127065,40.7095408
"365",40379894,"AQUEDUCT NORTH","4277","KATONAH AVE","4277,KATONAH AVE,New York, NY",-73.8673979,40.8978047
"366",40379920,"E.A.T. CAFE","1064","MADISON AVENUE","1064,MADISON AVENUE,New York, NY",-73.9616751,40.7773599
"367",40379994,"YANKEE CLIPPER","0","LAGUARDIA AIRPORT BLDG","0,LAGUARDIA AIRPORT BLDG,New York, NY",-73.8739659,40.7769271
"368",40380044,"REX MANOR","1100","60 STREET","1100,60 STREET,New York, NY",-74.0029053,40.6312528
"369",40380164,"CUCHIFRITOS","158","E. 188 TH ST","158,E. 188 TH ST,New York, NY",-73.8983915,40.8614877
"370",40380182,"CLUB 101","101","PARK AVENUE","101,PARK AVENUE,New York, NY",-73.9776329,40.7509809
"371",40380253,"RIVERDALE DINER","3657","KINGSBRIDGE AVENUE","3657,KINGSBRIDGE AVENUE,New York, NY",-73.901398,40.8851313
"372",40380422,"CARLOS PIZZA","7402","METROPOLITAN AVENUE","7402,METROPOLITAN AVENUE,New York, NY",-73.8781318,40.712657
"373",40380432,"THE BITTER END","147","BLEECKER STREET","147,BLEECKER STREET,New York, NY",-73.9991763,40.728369
"374",40380457,"ARRIBA ARRIBA","762","9 AVENUE","762,9 AVENUE,New York, NY",-73.9881981,40.7641429
"375",40380464,"GEIDO RESTAURANT","331","FLATBUSH AVENUE","331,FLATBUSH AVENUE,New York, NY",-73.9726617,40.6779186
"376",40380517,"BARNEY GREENGRASS","541","AMSTERDAM AVENUE","541,AMSTERDAM AVENUE,New York, NY",-73.9743251,40.7880874
"377",40380520,"ANNAM BRAHAM RESTAURANT","8443","164 STREET","8443,164 STREET,New York, NY",-73.8011821,40.7127987
"378",40380559,"SUPERNOVA-NOVOTEL HOTEL","226","WEST 52 ND STREET","226,WEST 52 ND STREET,New York, NY",-73.983704,40.76268
"379",40380592,"MONTERO BAR & GRILL","73","ATLANTIC AVENUE","73,ATLANTIC AVENUE,New York, NY",-73.9979012,40.6914296
"380",40380628,"PISA PIZZERIA","6568","MYRTLE AVENUE","6568,MYRTLE AVENUE,New York, NY",-73.8881489,40.7011542
"381",40380657,"PETE'S CLAM STOP","1320","SURF AVENUE","1320,SURF AVENUE,New York, NY",-73.9820285,40.5753606
"382",40380660,"BURRITO LOCO","166","WEST    4 STREET","166,WEST    4 STREET,New York, NY",-74.0015165,40.7319473
"383",40380826,"FIT CAFETERIA (BUILDING A ) (8th ave)","227","WEST   27 STREET","227,WEST   27 STREET,New York, NY",-73.9948612,40.7472258
"384",40380996,"SMILING PIZZA","323","7 AVENUE","323,7 AVENUE,New York, NY",-73.9933645,40.7472392
"385",40381210,"SYMPOSIUM GREEK RESTAURANT","544","WEST  113 STREET","544,WEST  113 STREET,New York, NY",-73.964326,40.805416
"386",40381344,"NINA'S RESTAURANT PIZZERIA","635","MEEKER AVE","635,MEEKER AVE,New York, NY",-73.9412863,40.7223589
"387",40381420,"VILLAGE YOKOCHO","6","STUYVESANT STREET","6,STUYVESANT STREET,New York, NY",-73.9892798,40.729832
"388",40381551,"CLARK'S RESTAURANT","80","CLARK STREET","80,CLARK STREET,New York, NY",-73.9932232,40.6974104
"389",40381595,"PIETROS","232","EAST 43RD STREET","232,EAST 43RD STREET,New York, NY",-73.9725234,40.7507369
"390",40381720,"MISS LILY'S 7A","109","AVENUE A","109,AVENUE A,New York, NY",-73.9837916,40.7260217
